id	Case_no	Accession	Host	Sample_type	Preferred_date	Date_source	Barangay	Municipality	Municipality_std	Province	Province_std	Region	Region_std	Latitude	Longitude	Source	Author	Pubmed	Genome_coverage	Host_scientific	Host_common	Host_type	Major_Island	seq_name	phylogenetic_clade	decimal_date
OQ326741__01-Jan-2019	NA	OQ326741	Canis lupus familiaris	brain	43466	date_collected	NA	Davao	Davao del Sur-Sulop	Davao del Sur	Davao del Sur	Region XI (Davao Region)	Region XI (Davao Region)	NA	NA	vgtk; manual_correction	"Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E."	33878454	0.98893731	Canis lupus familiaris	Dog	Domestic	Mindanao	OQ326741	AL_Asian_SEA4	2019
OQ326740__01-Jan-2019	NA	OQ326740	Canis lupus familiaris	brain	43466	date_collected	NA	Davao	Davao del Sur-Sulop	Davao del Sur	Davao del Sur	Region XI (Davao Region)	Region XI (Davao Region)	NA	NA	vgtk; manual_correction	"Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E."	33878454	0.98893731	Canis lupus familiaris	Dog	Domestic	Mindanao	OQ326740	AL_Asian_SEA4	2019
OQ326739__01-Jan-2019	NA	OQ326739	Canis lupus familiaris	brain	43466	date_collected	NA	Davao	Davao del Sur-Sulop	Davao del Sur	Davao del Sur	Region XI (Davao Region)	Region XI (Davao Region)	NA	NA	vgtk; manual_correction	"Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E."	33878454	0.98893731	Canis lupus familiaris	Dog	Domestic	Mindanao	OQ326739	AL_Asian_SEA4	2019
OQ326738__01-Jan-2018	NA	OQ326738	Canis lupus familiaris	brain	43101	date_collected	NA	Digos	Davao del Sur-Sulop	Davao del Sur	Davao del Sur	Region XI (Davao Region)	Region XI (Davao Region)	NA	NA	vgtk; manual_correction	"Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E."	33878454	0.98893731	Canis lupus familiaris	Dog	Domestic	Mindanao	OQ326738	AL_Asian_SEA4	2018
OQ326737__01-Jan-2018	NA	OQ326737	Canis lupus familiaris	brain	43101	date_collected	NA	Davao	Davao del Sur-Sulop	Davao del Sur	Davao del Sur	Region XI (Davao Region)	Region XI (Davao Region)	NA	NA	vgtk; manual_correction	"Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E."	33878454	0.98893731	Canis lupus familiaris	Dog	Domestic	Mindanao	OQ326737	AL_Asian_SEA4	2018
OQ326736__01-Jan-2018	NA	OQ326736	Canis lupus familiaris	brain	43101	date_collected	NA	Davao	Davao del Sur-Sulop	Davao del Sur	Davao del Sur	Region XI (Davao Region)	Region XI (Davao Region)	NA	NA	vgtk; manual_correction	"Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E."	33878454	0.98893731	Canis lupus familiaris	Dog	Domestic	Mindanao	OQ326736	AL_Asian_SEA4	2018
OR971444__11-jan-2022	NA	OR971444	Canis lupus familiaris	brain	44572	date_collected	Caingin	San rafael	Bulacan-San Rafael	Bulacan	Bulacan	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971444	AL_Asian_SEA4	2022.0274
OR971443__10-jan-2022	NA	OR971443	Canis lupus familiaris	brain	44571	date_collected	San isidro matua (pob.)	Masantol	Pampanga-Masantol	Pampanga	Pampanga	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971443	AL_Asian_SEA4	2022.02466
OR971442__07-jan-2022	NA	OR971442	Canis lupus familiaris	brain	44568	date_collected	Gordon heights	Olongapo city	Zambales-Olongapo City	Zambales	Zambales	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971442	AL_Asian_SEA4	2022.01644
OR971441__18-jan-2022	NA	OR971441	Canis lupus familiaris	brain	44579	date_collected	Dionisio s. Garcia	Cabanatuan city	Nueva Ecija-Cabanatuan City	Nueva ecija	Nueva Ecija	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971441	AL_Asian_SEA4	2022.04658
OR971440__04-jan-2022	NA	OR971440	Canis lupus familiaris	brain	44565	date_collected	Pulong santol	Porac	Pampanga-Porac	Pampanga	Pampanga	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971440	AL_Asian_SEA4	2022.00822
OR971439__03-jan-2022	NA	OR971439	Canis lupus familiaris	brain	44564	date_collected	San vicente	Apalit	Pampanga-Apalit	Pampanga	Pampanga	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971439	AL_Asian_SEA4	2022.00548
OR971438__25-oct-2021	NA	OR971438	Canis lupus familiaris	brain	44494	date_collected	Santo cristo	San jose del monte city	Bulacan-San Jose del Monte City	Bulacan	Bulacan	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971438	AL_Asian_SEA4	2021.8137
OR971437__22-dec-2021	NA	OR971437	Canis lupus familiaris	brain	44552	date_collected	Dionisio s. Garcia	Cabanatuan city	Nueva Ecija-Cabanatuan City	Nueva ecija	Nueva Ecija	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971437	AL_Asian_SEA4	2021.9726
OR971436__09-dec-2021	NA	OR971436	Canis lupus familiaris	brain	44539	date_collected	Sangitan east	Cabanatuan city	Nueva Ecija-Cabanatuan City	Nueva ecija	Nueva Ecija	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971436	AL_Asian_SEA4	2021.93699
OR971435__27-oct-2021	NA	OR971435	Canis lupus familiaris	brain	44496	date_collected	Inaon	Pulilan	Bulacan-Pulilan	Bulacan	Bulacan	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971435	AL_Asian_SEA4	2021.81918
OR971434__13-oct-2021	NA	OR971434	Felis catus	brain	44482	date_collected	Calapandayan (pob.)	Subic	Zambales-Subic	Zambales	Zambales	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Felis catus	Cat	Domestic	Luzon	OR971434	AL_Asian_SEA4	2021.78082
OR971433__13-oct-2021	NA	OR971433	Canis lupus familiaris	brain	44482	date_collected	Townsite	Mariveles	Bataan-Mariveles	Bataan	Bataan	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971433	AL_Asian_SEA4	2021.78082
OR971432__08-oct-2021	NA	OR971432	Canis lupus familiaris	brain	44477	date_collected	Laput	Mexico	Pampanga-Mexico	Pampanga	Pampanga	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971432	AL_Asian_SEA4	2021.76712
OR971431__07-oct-2021	NA	OR971431	Canis lupus familiaris	brain	44476	date_collected	Colgante	Apalit	Pampanga-Apalit	Pampanga	Pampanga	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971431	AL_Asian_SEA4	2021.76438
OR971430__05-oct-2021	NA	OR971430	Canis lupus familiaris	brain	44474	date_collected	Calaylayan (pob.)	Abucay	Bataan-Abucay	Bataan	Bataan	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971430	AL_Asian_SEA4	2021.7589
OR971429__04-oct-2021	NA	OR971429	Canis lupus familiaris	brain	44473	date_collected	Pungo	Calumpit	Bulacan-Calumpit	Bulacan	Bulacan	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971429	AL_Asian_SEA4	2021.75616
OR971428__24-sep-2021	NA	OR971428	Canis lupus familiaris	brain	44463	date_collected	Mabiga	Mabalacat	Pampanga-Apalit	Pampanga	Pampanga	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99966477	Canis lupus familiaris	Dog	Domestic	Luzon	OR971428	AL_Asian_SEA4	2021.72877
OR971427__10-sep-2021	NA	OR971427	Canis lupus familiaris	brain	44449	date_collected	Lourdes (lauc pau)	Lubao	Pampanga-Lubao	Pampanga	Pampanga	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971427	AL_Asian_SEA4	2021.69041
OR971426__09-sep-2021	NA	OR971426	Canis lupus familiaris	brain	44448	date_collected	Santa cruz ii	San jose del monte city	Bulacan-San Jose del Monte City	Bulacan	Bulacan	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971426	AL_Asian_SEA4	2021.68767
OR971425__09-sep-2021	NA	OR971425	Canis lupus familiaris	brain	44448	date_collected	Francisco homes-guijo	San jose del monte city	Bulacan-San Jose del Monte City	Bulacan	Bulacan	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971425	AL_Asian_SEA4	2021.68767
OR971424__03-sep-2021	NA	OR971424	Canis lupus familiaris	brain	44442	date_collected	San jose	Angeles city	Pampanga-Angeles City	Pampanga	Pampanga	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971424	AL_Asian_SEA4	2021.67123
OR971423__31-aug-2021	NA	OR971423	Canis lupus familiaris	brain	44439	date_collected	Santa cruz	Guiguinto	Bulacan-Guiguinto	Bulacan	Bulacan	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971423	AL_Asian_SEA4	2021.66301
OR971422__31-aug-2021	NA	OR971422	Canis lupus familiaris	brain	44439	date_collected	Santa cruz	Gapan city	Nueva Ecija-Gapan City	Nueva ecija	Nueva Ecija	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971422	AL_Asian_SEA4	2021.66301
OR971421__31-aug-2021	NA	OR971421	Canis lupus familiaris	brain	44439	date_collected	Solib	Floridablanca	Pampanga-Floridablanca	Pampanga	Pampanga	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971421	AL_Asian_SEA4	2021.66301
OR971420__24-may-2021	NA	OR971420	Canis lupus familiaris	brain	44340	date_collected	Matimbo	Malolos city	Bulacan-Malolos City	Bulacan	Bulacan	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971420	AL_Asian_SEA4	2021.39178
OR971419__05-may-2021	NA	OR971419	Canis lupus familiaris	brain	44321	date_collected	Santo niño	San simon	Pampanga-San Simon	Pampanga	Pampanga	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971419	AL_Asian_SEA4	2021.33973
OR971418__26-apr-2021	NA	OR971418	Canis lupus familiaris	brain	44312	date_collected	San nicolas	Floridablanca	Pampanga-Floridablanca	Pampanga	Pampanga	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Luzon	OR971418	AL_Asian_SEA4	2021.31507
OR971417__16-apr-2021	NA	OR971417	Canis lupus familiaris	brain	44302	date_collected	San jose	Floridablanca	Pampanga-Floridablanca	Pampanga	Pampanga	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Luzon	OR971417	AL_Asian_SEA4	2021.28767
OR971416__16-apr-2021	NA	OR971416	Canis lupus familiaris	brain	44302	date_collected	San isidro	Minalin	Pampanga-Minalin	Pampanga	Pampanga	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Luzon	OR971416	AL_Asian_SEA4	2021.28767
OR971415__13-apr-2021	NA	OR971415	Canis lupus familiaris	brain	44299	date_collected	San isidro	Minalin	Pampanga-Minalin	Pampanga	Pampanga	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Luzon	OR971415	AL_Asian_SEA4	2021.27945
OR971414__07-apr-2021	NA	OR971414	Canis lupus familiaris	brain	44293	date_collected	Atate	Palayan city	Nueva Ecija-Palayan City	Nueva ecija	Nueva Ecija	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Luzon	OR971414	AL_Asian_SEA4	2021.26301
OR971413__05-apr-2021	NA	OR971413	Canis lupus familiaris	brain	44291	date_collected	Plaridel	Llanera	Nueva Ecija-Llanera	Nueva ecija	Nueva Ecija	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Luzon	OR971413	AL_Asian_SEA4	2021.25753
OR971412__19-mar-2021	NA	OR971412	Canis lupus familiaris	brain	44274	date_collected	Omboy	Abucay	Bataan-Abucay	Bataan	Bataan	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Luzon	OR971412	AL_Asian_SEA4	2021.21096
OR971411__13-sep-2019	NA	OR971411	Canis lupus familiaris	brain	43721	date_collected	Kaypian	San jose del monte city	Bulacan-San Jose del Monte City	Bulacan	Bulacan	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971411	AL_Asian_SEA4	2019.69863
OR971409__20-aug-2019	NA	OR971409	Canis lupus familiaris	brain	43697	date_collected	Loma de gato	Marilao	Bulacan-Marilao	Bulacan	Bulacan	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971409	AL_Asian_SEA4	2019.63288
OR971408__02-aug-2019	NA	OR971408	Canis lupus familiaris	brain	43679	date_collected	Francisco homes-narra	San jose del monte city	Bulacan-San Jose del Monte City	Bulacan	Bulacan	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971408	AL_Asian_SEA4	2019.58356
OR971407__30-dec-2021	NA	OR971407	Canis lupus familiaris	brain	44560	date_collected	Parabba	Peñablanca	Cagayan-Peñablanca	Cagayan	Cagayan	Region II (Cagayan Valley)	Region II (Cagayan Valley)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Luzon	OR971407	AL_Asian_SEA4	2021.99452
OR971406__27-dec-2021	NA	OR971406	Canis lupus familiaris	brain	44557	date_collected	Ugac norte	Tuguegarao city	Cagayan-Tuguegarao City	Cagayan	Cagayan	Region II (Cagayan Valley)	Region II (Cagayan Valley)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Luzon	OR971406	AL_Asian_SEA4	2021.9863
OR971405__20-dec-2021	NA	OR971405	Canis lupus familiaris	brain	44550	date_collected	Auitan	San pablo	Isabela-Luna	Isabela	Isabela	Region II (Cagayan Valley)	Region II (Cagayan Valley)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971405	AL_Asian_SEA4	2021.96712
OR971404__11-may-2021	NA	OR971404	Canis lupus familiaris	brain	44327	date_collected	Poblacion 1	Santa maria	Isabela-Mallig	Isabela	Isabela	Region II (Cagayan Valley)	Region II (Cagayan Valley)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99924573	Canis lupus familiaris	Dog	Domestic	Luzon	OR971404	AL_Asian_SEA4	2021.35616
OR971403__17-aug-2021	NA	OR971403	Canis lupus familiaris	brain	44425	date_collected	Pampang	Kayapa	Nueva Vizcaya-Kayapa	Nueva vizcaya	Nueva Vizcaya	Region II (Cagayan Valley)	Region II (Cagayan Valley)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971403	AL_Asian_SEA4	2021.62466
OR971402__13-aug-2021	NA	OR971402	Canis lupus familiaris	brain	44421	date_collected	Alimanao	Peñablanca	Cagayan-Peñablanca	Cagayan	Cagayan	Region II (Cagayan Valley)	Region II (Cagayan Valley)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99924573	Canis lupus familiaris	Dog	Domestic	Luzon	OR971402	AL_Asian_SEA4	2021.6137
OR971401__08-oct-2021	NA	OR971401	Canis lupus familiaris	brain	44477	date_collected	Quezon	Solano	Nueva Vizcaya-Solano	Nueva vizcaya	Nueva Vizcaya	Region II (Cagayan Valley)	Region II (Cagayan Valley)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Luzon	OR971401	AL_Asian_SEA4	2021.76712
OR971400__08-sep-2021	NA	OR971400	Canis lupus familiaris	brain	44447	date_collected	Luna	Roxas	Isabela-Roxas	Isabela	Isabela	Region II (Cagayan Valley)	Region II (Cagayan Valley)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99924573	Canis lupus familiaris	Dog	Domestic	Luzon	OR971400	AL_Asian_SEA4	2021.68493
OR971399__10-oct-2019	NA	OR971399	Canis lupus familiaris	brain	43748	date_collected	"Purok 2, rizal"	Santiago	Isabela-Gamu	Isabela	Isabela	Region II (Cagayan Valley)	Region II (Cagayan Valley)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Luzon	OR971399	AL_Asian_SEA4	2019.7726
OR971398__08-oct-2019	NA	OR971398	Canis lupus familiaris	brain	43746	date_collected	"Purok 1, balintocatoc"	Santiago	Isabela-Gamu	Isabela	Isabela	Region II (Cagayan Valley)	Region II (Cagayan Valley)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Luzon	OR971398	AL_Asian_SEA4	2019.76712
OR971397__07-oct-2019	NA	OR971397	Canis lupus familiaris	brain	43745	date_collected	District 1v	Bayombong	Nueva Vizcaya-Bayombong	Nueva vizcaya	Nueva Vizcaya	Region II (Cagayan Valley)	Region II (Cagayan Valley)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Luzon	OR971397	AL_Asian_SEA4	2019.76438
OR971396__04-oct-2019	NA	OR971396	Canis lupus familiaris	brain	43742	date_collected	Ngarag	Cabagan	Isabela-Gamu	Isabela	Isabela	Region II (Cagayan Valley)	Region II (Cagayan Valley)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Luzon	OR971396	AL_Asian_SEA4	2019.75616
OR971395__20-sep-2019	NA	OR971395	Canis lupus familiaris	brain	43728	date_collected	Don domingo maddela pob. (District i)	Bayombong	Nueva Vizcaya-Bayombong	Nueva vizcaya	Nueva Vizcaya	Region II (Cagayan Valley)	Region II (Cagayan Valley)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Luzon	OR971395	AL_Asian_SEA4	2019.71781
OQ326784__01-Jan-2018	NA	OQ326784	Canis lupus familiaris	brain	43101	date_collected	NA	Nabunturan	Compostela Valley-Nabunturan	Davao de Oro (Compostela Valley)	Compostela Valley	Davao Region	Region XI (Davao Region)	NA	NA	vgtk; manual_correction	"Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E."	33878454	0.98893731	Canis lupus familiaris	Dog	Domestic	Mindanao	OQ326784	AL_Asian_SEA4	2018
OQ326783__01-Jan-2018	NA	OQ326783	Canis lupus familiaris	brain	43101	date_collected	NA	Davao	Davao del Sur-Sulop	Davao del Sur	Davao del Sur	Region XI (Davao Region)	Region XI (Davao Region)	NA	NA	vgtk; manual_correction	"Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E."	33878454	0.98893731	Canis lupus familiaris	Dog	Domestic	Mindanao	OQ326783	AL_Asian_SEA4	2018
OQ326782__01-Jan-2018	NA	OQ326782	Canis lupus familiaris	brain	43101	date_collected	NA	Davao	Davao del Sur-Sulop	Davao del Sur	Davao del Sur	Region XI (Davao Region)	Region XI (Davao Region)	NA	NA	vgtk; manual_correction	"Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E."	33878454	0.98893731	Canis lupus familiaris	Dog	Domestic	Mindanao	OQ326782	AL_Asian_SEA4	2018
OQ326781__01-Jan-2018	NA	OQ326781	Canis lupus familiaris	brain	43101	date_collected	NA	Davao	Davao del Sur-Sulop	Davao del Sur	Davao del Sur	Region XI (Davao Region)	Region XI (Davao Region)	NA	NA	vgtk; manual_correction	"Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E."	33878454	0.98893731	Canis lupus familiaris	Dog	Domestic	Mindanao	OQ326781	AL_Asian_SEA4	2018
