sample_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_data_access_group,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,diagnostic_complete,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,sequencing_complete
MAS1016,,,east_africa,24,24,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORDC1011,,,east_africa,22,22,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR001,,,east_africa,8,8,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR002,,,east_africa,9,9,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR003,,,east_africa,11,11,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR004,,,east_africa,12,12,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR005,,,east_africa,14,14,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR006,,,east_africa,15,15,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR007,,,east_africa,16,16,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR008,,,east_africa,3,Malinyi (MR008),,,,1,RNAshield,Tanzania,,,,0,,,Positive,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR009,,,east_africa,12,12,,,,1,RNAshield,Tanzania,,,,0,,,Positive,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT001,,,east_africa,13,13,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT004,,,east_africa,22,22,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT005,,,east_africa,23,23,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT006,,,east_africa,6,Mtwara R (MT006),,,,1,RNAshield,Tanzania,,,,0,,,Positive,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAC1014,,,east_africa,28,28,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAC1015,,,east_africa,26,26,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAC1017,,,east_africa,18,18,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAC1018,,,east_africa,19,19,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAC1025,,,east_africa,21,21,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_KCRI_12_November_2021,,,east_africa,22,22,,,,4,None,Tanzania,,,,1,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_KCRI_21_Nov_2022,,,east_africa,31,31,,,,4,None,Tanzania,,,,1,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_KCRI_RABV_10_March_2022,,,east_africa,24,24,,,,4,None,Tanzania,,,,1,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_KCRI_Training_21_04_2021,,,east_africa,2,2,,,,4,None,Tanzania,,,,1,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_NIMAIST_6th_sept_2019,,,east_africa,12,12,,,,4,None,Tanzania,,,,1,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB001,,,east_africa,7,7,,,,1,RNAshield,Tanzania,,,,0,,,Positive,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB002,,,east_africa,4,Mbingu- dog (RB002),,,,1,RNAshield,Tanzania,,,,0,,,Positive,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB003,,,east_africa,5,Mbingu-Bovine (RB003),,,,1,RNAshield,Tanzania,,,,0,,,Positive,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB004,,,east_africa,8,Arusha (RB004),,,,1,RNAshield,Tanzania,,,,0,,,Positive,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD712,,,east_africa,23,23,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD716,,,east_africa,21,21,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD734,,,east_africa,20,20,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD735,,,east_africa,11,11,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD736,,,east_africa,17,17,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD737,,,east_africa,19,19,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD738,,,east_africa,7,7,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD740,,,east_africa,9,9,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD741,,,east_africa,2,2,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD743,,,east_africa,5,5,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD744,,,east_africa,3,3,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD745,,,east_africa,6,6,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD746,,,east_africa,1,1,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD747,,,east_africa,10,10,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD749,,,east_africa,4,4,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD750,,,east_africa,11,11,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD751,,,east_africa,1,1,,,,1,RNAshield,Tanzania,,,,0,,,Positive,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD753,,,east_africa,8,8,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD754,,,east_africa,4,4,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD755,,,east_africa,3,3,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD756,,,east_africa,5,5,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD759,,,east_africa,16,16,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD760,,,east_africa,15,15,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD761,,,east_africa,14,14,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD763,,,east_africa,12,12,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD764,,,east_africa,13,13,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD766,,,east_africa,1,1,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD767,,,east_africa,8,8,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD782,,,east_africa,8,8,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD785,,,east_africa,6,6,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD789,,,east_africa,7,7,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD790,,,east_africa,9,9,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD791,,,east_africa,6,6,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD792,,,east_africa,4,4,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD793,,,east_africa,5,5,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD799,,,east_africa,9,9,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD800,,,east_africa,8,8,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD801,,,east_africa,7,7,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD802,,,east_africa,6,6,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD804,,,east_africa,1,1,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD806,,,east_africa,2,2,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD807,,,east_africa,3,3,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD809,,,east_africa,4,4,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD810,,,east_africa,5,5,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD812,,,east_africa,1,1,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD813,,,east_africa,2,2,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD815,,,east_africa,3,3,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD816,,,east_africa,3,3,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD817,,,east_africa,4,4,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD818,,,east_africa,5,5,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD821,,,east_africa,4,4,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD823,,,east_africa,5,5,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD825,,,east_africa,6,6,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD826,,,east_africa,7,7,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD827,,,east_africa,8,8,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD828,,,east_africa,9,9,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD830,,,east_africa,10,10,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD831,,,east_africa,11,11,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD832,,,east_africa,12,12,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD834,,,east_africa,13,13,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD835,,,east_africa,14,14,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD837,,,east_africa,2,2,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD846,,,east_africa,1,1,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAN1019,,,east_africa,20,20,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A-22-40,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode04,,Single_run,,37660,37660,2143.286708,719.6691412,2099,0,3920,11895,11886,11885,11676,,11785,4A-22-40.fasta,,2
4A-22-98,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode05,,Single_run,,46433,46433,2301.151022,848.9059604,2193,0,4276,11887,11886,11885,11676,,11792,4A-22-98.fasta,,2
4A-22-104,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode06,,Single_run,,62538,62538,2734.587663,1135.203836,2625,0,6111,11897,11677,11676,11676,,11591,4A-22-104.fasta,,2
4A-22-171,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run10_23,1,2/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAU43074,,Amplicon,barcode24,,Single_run,,40941,40941,1328.048776,819.7012991,1165,0,3971,11683,11677,11676,11669,,11597,4A-22-171.fasta,,2
4A-22-203,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run10_23,1,2/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAU43074,,Amplicon,barcode25,,Single_run,,37558,37558,1190.401022,855.1184059,1151,0,4038,11681,11392,11354,10995,,11261,4A-22-203.fasta,,2
4B-21-29,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_21,1,22/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ72364,,Amplicon,barcode06,,Single_run,,29965,29965,1014.977204,521.3244337,952,0,2368,11897,11886,11885,11859,,11791,4B-21-29.fasta,,2
4B-21-35,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_21,1,22/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ72364,,Amplicon,barcode07,,Single_run,,31723,31723,1093.751006,623.6411208,975,0,2662,11896,11886,11723,11216,,11593,4B-21-35.fasta,,2
4B-21-126,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_21,1,17/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67614,,Amplicon,barcode02,,Single_run,,91407,91407,3955.795759,1545.948115,3821,0,8142,11895,11887,11886,11885,,11788,4B-21-126.fasta,,2
4B-21-310,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_21,1,22/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ72364,,Amplicon,barcode08,,Single_run,,87245,87245,2971.537127,1688.145724,2794,0,7448,11887,11886,11726,11722,,11591,4B-21-310.fasta,,2
4B-21-412,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_21,1,22/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ72364,,Amplicon,barcode09,,Single_run,,31268,31268,1182.667784,590.253369,1103,0,2734,11887,11886,11886,11722,,11799,4B-21-412.fasta,,2
4B-21-421,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_21,1,22/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ72364,,Amplicon,barcode10,,Single_run,,32418,32418,1252.439826,590.5725342,1211,0,2908,11886,11886,11884,11675,,11791,4B-21-421.fasta,,2
4B-21-423,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_21,1,22/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ72364,,Amplicon,barcode11,,Single_run,,52324,52324,1764.669963,1023.346189,1611,0,4758,11888,11885,11677,11659,,11588,4B-21-423.fasta,,2
4B-21-528,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_21,1,22/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ72364,,Amplicon,barcode12,,Single_run,,33369,33369,1298.337077,643.8413943,1212,0,2932,11895,11886,11885,11513,,11801,4B-21-528.fasta,,2
4B-22-13,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_22,1,15/11/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU43236,,Amplicon,barcode73,,Single_run,,42850,42850,1620.969997,781.9086231,1554,0,3809,11895,11885,11677,11674,,11578,4B-22-13.fasta,,2
4B-22-15,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_21,1,17/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67614,,Amplicon,barcode14,,Single_run,,88177,88177,3570.690831,1708.531267,3467,0,8098,11895,11886,11886,11884,,11799,4B-22-15.fasta,,2
4B-22-16,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_22,1,15/11/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU43236,,Amplicon,barcode74,,Single_run,,26648,26648,1017.625796,505.1991345,946.5,0,2672,11899,11850,11676,11669,,11562,4B-22-16.fasta,,2
4B-22-17,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_22,1,15/11/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU43236,,Amplicon,barcode75,,Single_run,,21960,21960,955.9657224,429.9373452,901.5,0,2094,11890,11885,11810,11672,,11585,4B-22-17.fasta,,2
4B-22-20,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_22,1,15/11/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU43236,,Amplicon,barcode76,,Single_run,,33322,33322,1599.80942,685.766919,1571.5,0,3643,11887,11885,11677,11675,,11561,4B-22-20.fasta,,2
4B-22-21,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_22,1,15/11/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU43236,,Amplicon,barcode77,,Single_run,,24534,24534,1056.348978,460.411182,1028,0,2303,11895,11884,11678,11673,,11548,4B-22-21.fasta,,2
4B-22-28,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_22,1,15/11/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU43236,,Amplicon,barcode78,,Single_run,,56494,56494,2079.418622,1040.828883,1933,0,5278,11895,11885,11685,11673,,11598,4B-22-28.fasta,,2
4B-22-30,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_22,1,15/11/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU43236,,Amplicon,barcode79,,Single_run,,10620,10620,702.6354341,238.615899,697,0,1310,11886,11881,11676,11673,,11463,4B-22-30.fasta,,2
4B-22-31,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_22,1,11/12/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU03787,,Amplicon,barcode66,,Single_run,,44618,44618,1499.413761,964.4141396,1349,0,4205,11885,11859,11754,11355,,11583,4B-22-31.fasta,,2
4B-22-35,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_22,1,11/12/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU03787,,Amplicon,barcode67,,Single_run,,43499,43499,1513.779836,952.2034976,1354.5,0,4453,11689,11678,11677,11245,,11584,4B-22-35.fasta,,2
4B-22-37,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run10_23,1,2/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAU43074,,Amplicon,barcode14,,Single_run,,42907,42907,1589.750251,788.4247775,1505,0,3466,11787,11676,11676,11676,,11592,4B-22-37.fasta,,2
4B-22-39,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run10_23,1,2/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAU43074,,Amplicon,barcode15,,Single_run,,41968,41968,1449.961197,851.9478314,1259.5,0,3429,11712,11678,11676,11370,,11595,4B-22-39.fasta,,2
4B-22-40,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_22,1,11/12/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU03787,,Amplicon,barcode68,,Single_run,,39734,39734,1695.100067,803.4751974,1673,0,4073,11890,11885,11677,11676,,11572,4B-22-40.fasta,,2
4B-22-41,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_22,1,11/12/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU03787,,Amplicon,barcode69,,Single_run,,63086,63086,2082.013326,1327.846029,1920.5,0,5888,11686,11685,11482,11172,,11274,4B-22-41.fasta,,2
4B-22-42,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_22,1,11/12/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU03787,,Amplicon,barcode70,,Single_run,,80686,80686,2841.937395,1516.863432,2763,0,6819,11829,11710,11684,11676,,11603,4B-22-42.fasta,,2
4B-22-44,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run10_23,1,2/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAU43074,,Amplicon,barcode16,,Single_run,,73209,73209,2364.5176,1418.94092,2217,0,6259,11865,11698,11677,11668,,11595,4B-22-44.fasta,,2
4B-22-45,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run10_23,1,2/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAU43074,,Amplicon,barcode17,,Single_run,,60931,60931,1958.844703,1171.851007,1813,0,5036,11702,11684,11677,11496,,11591,4B-22-45.fasta,,2
4B-22-114,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_21,1,17/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67614,,Amplicon,barcode26,,Single_run,,73511,73511,3115.181864,1293.109941,2984,0,6372,11887,11886,11885,11873,,11792,4B-22-114.fasta,,2
4B-23-01,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode71,,Single_run,,148701,148701,5251.437395,2650.492012,4972,0,13542,11898,11784,11678,11676,,11599,4B-23-01.fasta,,2
4B-23-02,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode72,,Single_run,,56689,56689,2863.912085,1190.82322,2785,0,6053,11891,11777,11677,11676,,11597,4B-23-02.fasta,,2
4B-23-03,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode73,,Single_run,,71238,71238,2897.844368,1434.011117,2809,0,6846,11893,11886,11884,11676,,11807,4B-23-03.fasta,,2
4B-23-04,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode74,,Single_run,,115937,115937,4400.248408,2205.341577,4264,0,11035,11899,11887,11884,11676,,11804,4B-23-04.fasta,,2
4B-23-05,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode75,,Single_run,,63730,63730,2266.908314,1252.288002,2183,0,5680,11893,11793,11699,11676,,11588,4B-23-05.fasta,,2
4B-23-06,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode76,,Single_run,,22835,22835,1031.598475,530.3200312,926,0,2574,11733,11678,11676,11672,,11596,4B-23-06.fasta,,2
