"Sample_ID","Case_no","Accession","Host","Sample_type","Preferred_date","Date_source","Barangay","Municipality","Province","Region","Latitude","Longitude","Source","Author","Pubmed","Genome_coverage"
"04030PHI",NA,"KX148260","dog","","01-Jan-2004",NA,NA,NA,"",NA,NA,NA,"vgtk","Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.989272544
"94272PHI",NA,"KX148259","dog","brain","01-Jan-1994",NA,NA,NA,"",NA,NA,NA,"vgtk","Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.989188736
"18-103",NA,"OQ326754","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-116",NA,"OQ326753","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-102",NA,"OQ326752","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-106",NA,"OQ326751","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-099",NA,"OQ326750","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-107",NA,"OQ326749","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Compostela Valley",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-138",NA,"OQ326748","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-163",NA,"OQ326747","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-188",NA,"OQ326746","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-214",NA,"OQ326745","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-162",NA,"OQ326744","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Samal",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-174",NA,"OQ326743","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-216",NA,"OQ326742","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"19-011",NA,"OQ326741","Canis lupus familiaris","brain","01-Jan-2019",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"19-004",NA,"OQ326740","Canis lupus familiaris","brain","01-Jan-2019",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"19-015",NA,"OQ326739","Canis lupus familiaris","brain","01-Jan-2019",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-164",NA,"OQ326738","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Digos",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-172",NA,"OQ326737","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-199",NA,"OQ326736","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"R3-2022-0016",NA,"OR971444","Canis lupus familiaris","brain","01-Nov-2022",NA,NA,NA,"Bulacan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2022-0014",NA,"OR971443","Canis lupus familiaris","brain","01-Oct-2022",NA,NA,NA,"Pampanga",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2022-0013",NA,"OR971442","Canis lupus familiaris","brain","01-Jul-2022",NA,NA,NA,"Zambales",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2022-0006",NA,"OR971441","Canis lupus familiaris","brain","18-Jan-2022",NA,NA,NA,"Nueva Ecija",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2022-0004",NA,"OR971440","Canis lupus familiaris","brain","01-Apr-2022",NA,NA,NA,"Pampanga",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2022-0002",NA,"OR971439","Canis lupus familiaris","brain","01-Mar-2022",NA,NA,NA,"Pampanga",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-3790",NA,"OR971438","Canis lupus familiaris","brain","25-Oct-2021",NA,NA,NA,"Bulacan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0753",NA,"OR971437","Canis lupus familiaris","brain","22-Dec-2021",NA,NA,NA,"Nueva Ecija",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0731",NA,"OR971436","Canis lupus familiaris","brain","12-Sep-2021",NA,NA,NA,"Nueva Ecija",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0543",NA,"OR971435","Canis lupus familiaris","brain","27-Oct-2021",NA,NA,NA,"Bulacan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0514",NA,"OR971434","Felis catus","brain","13-Oct-2021",NA,NA,NA,"Zambales",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0513",NA,"OR971433","Canis lupus familiaris","brain","13-Oct-2021",NA,NA,NA,"Bataan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0504",NA,"OR971432","Canis lupus familiaris","brain","10-Aug-2021",NA,NA,NA,"Pampanga",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0502",NA,"OR971431","Canis lupus familiaris","brain","10-Jul-2021",NA,NA,NA,"Pampanga",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0501",NA,"OR971430","Canis lupus familiaris","brain","10-May-2021",NA,NA,NA,"Bataan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0498",NA,"OR971429","Canis lupus familiaris","brain","10-Apr-2021",NA,NA,NA,"Bulacan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0495",NA,"OR971428","Canis lupus familiaris","brain","24-Sep-2021",NA,NA,NA,"Pampanga",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
"R3-2021-0487",NA,"OR971427","Canis lupus familiaris","brain","09-Oct-2021",NA,NA,NA,"Pampanga",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0484",NA,"OR971426","Canis lupus familiaris","brain","09-Sep-2021",NA,NA,NA,"Bulacan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0483",NA,"OR971425","Canis lupus familiaris","brain","09-Sep-2021",NA,NA,NA,"Bulacan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0472",NA,"OR971424","Canis lupus familiaris","brain","09-Mar-2021",NA,NA,NA,"Pampanga",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0469",NA,"OR971423","Canis lupus familiaris","brain","31-Aug-2021",NA,NA,NA,"Bulacan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0468",NA,"OR971422","Canis lupus familiaris","brain","31-Aug-2021",NA,NA,NA,"Nueva Ecija",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0467",NA,"OR971421","Canis lupus familiaris","brain","31-Aug-2021",NA,NA,NA,"Pampanga",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0322",NA,"OR971420","Canis lupus familiaris","brain","24-May-2021",NA,NA,NA,"Bulacan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0304",NA,"OR971419","Canis lupus familiaris","brain","05-May-2021",NA,NA,NA,"Pampanga",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2021-0300",NA,"OR971418","Canis lupus familiaris","brain","26-Apr-2021",NA,NA,NA,"Pampanga",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
"R3-2021-0296",NA,"OR971417","Canis lupus familiaris","brain","16-Apr-2021",NA,NA,NA,"Pampanga",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
"R3-2021-0294",NA,"OR971416","Canis lupus familiaris","brain","16-Apr-2021",NA,NA,NA,"Pampanga",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
"R3-2021-0289",NA,"OR971415","Canis lupus familiaris","brain","13-Apr-2021",NA,NA,NA,"Pampanga",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
"R3-2021-0286",NA,"OR971414","Canis lupus familiaris","brain","07-Apr-2021",NA,NA,NA,"Nueva Ecija",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
"R3-2021-0282",NA,"OR971413","Canis lupus familiaris","brain","05-Apr-2021",NA,NA,NA,"Nueva Ecija",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
"R3-2021-0274",NA,"OR971412","Canis lupus familiaris","brain","17-Mar-2021",NA,NA,NA,"Bataan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
"R3-2019-6317",NA,"OR971411","Canis lupus familiaris","brain","13-Sep-2019",NA,NA,NA,"Bulacan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2019-5868",NA,"OR971410","Canis lupus familiaris","brain","20-Aug-2019",NA,NA,NA,"Bulacan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,1.777824338
"R3-2019-5829",NA,"OR971409","Canis lupus familiaris","brain","20-Aug-2019",NA,NA,NA,"Bulacan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R3-2019-5590",NA,"OR971408","Canis lupus familiaris","brain","08-Feb-2019",NA,NA,NA,"Bulacan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R2-2021-125",NA,"OR971407","Canis lupus familiaris","brain","30-Dec-2021",NA,NA,NA,"Cagayan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
"R2-2021-124",NA,"OR971406","Canis lupus familiaris","brain","27-Dec-2021",NA,NA,NA,"Cagayan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
"R2-2021-121",NA,"OR971405","Canis lupus familiaris","brain","20-Dec-2021",NA,NA,NA,"Isabela",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R2-2021-106",NA,"OR971404","Canis lupus familiaris","brain","11-May-2021",NA,NA,NA,"Isabela",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726
"R2-2021-087",NA,"OR971403","Canis lupus familiaris","brain","17-Aug-2021",NA,NA,NA,"Nueva Vizcaya",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R2-2021-084",NA,"OR971402","Canis lupus familiaris","brain","13-Aug-2021",NA,NA,NA,"Cagayan",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726
"R2-2021-083",NA,"OR971401","Canis lupus familiaris","brain","08-Oct-2021",NA,NA,NA,"Nueva Vizcaya",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
"R2-2021-082",NA,"OR971400","Canis lupus familiaris","brain","08-Sep-2021",NA,NA,NA,"Isabela",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726
"R2-2019-8228",NA,"OR971399","Canis lupus familiaris","brain","10-Oct-2019",NA,NA,NA,"Isabela",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
"R2-2019-8204",NA,"OR971398","Canis lupus familiaris","brain","08-Oct-2019",NA,NA,NA,"Isabela",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
"R2-2019-8166",NA,"OR971397","Canis lupus familiaris","brain","07-Oct-2019",NA,NA,NA,"Nueva Vizcaya",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
"R2-2019-8088",NA,"OR971396","Canis lupus familiaris","brain","04-Oct-2019",NA,NA,NA,"Isabela",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
"R2-2019-7838",NA,"OR971395","Canis lupus familiaris","brain","20-Sep-2019",NA,NA,NA,"Nueva Vizcaya",NA,NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
"18-142",NA,"OQ326784","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Nabunturan",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-181",NA,"OQ326783","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-221",NA,"OQ326782","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-209",NA,"OQ326781","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-194",NA,"OQ326780","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-196",NA,"OQ326779","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-223",NA,"OQ326778","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-183",NA,"OQ326777","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-144",NA,"OQ326776","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-179",NA,"OQ326775","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Cotabato",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-151",NA,"OQ326774","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-153",NA,"OQ326773","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-147",NA,"OQ326772","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-225",NA,"OQ326771","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"19-022",NA,"OQ326770","Canis lupus familiaris","brain","01-Jan-2019",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-224",NA,"OQ326769","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-191",NA,"OQ326768","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-135",NA,"OQ326767","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-121",NA,"OQ326766","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"19-050",NA,"OQ326765","Canis lupus familiaris","brain","01-Jan-2019",NA,NA,NA,"Panabo",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-096",NA,"OQ326764","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"19-045",NA,"OQ326763","Canis lupus familiaris","brain","01-Jan-2019",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
"18-120",NA,"OQ326762","Canis lupus familiaris","brain","01-Jan-2018",NA,NA,NA,"Davao",NA,NA,NA,"vgtk","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
