"tip","distance","Sample_ID","Case_no","Accession","Host","Sample_type","Preferred_date","Date_source","Barangay","Municipality","Municipality_std","Province","Province_std","Region","Region_std","Latitude","Longitude","Source","Author","Pubmed","Genome_coverage","Host_scientific","Host_common","Host_type","Major_Island","Region_short","phylogenetic_clade","lineage","decimal_date"
"R5-22-008",0.025122614,"R5-22-008",NA,NA,"Canis familiaris",NA,2022-02-02,"date_collected","Sto. Cristo","Tabaco","Albay-Oas","Albay","Albay","Bicol Region","Region V (Bicol Region)",13.32537797,123.668741,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2022.08767123288
"OR971517",0.024795611,"R5-2021-0278",NA,"OR971517","Canis lupus familiaris","brain",2021-03-05,"date_collected","San miguel","Tiwi","Albay-Tiwi","Albay","Albay","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2021.17260273973
"Z-98-433",0.020810658,"Z-98-433",NA,NA,"Canis familiaris",NA,1998-04-30,"date_collected","Palamitan","Kawit","Cavite-Kawit","Cavite","Cavite","Calabarzon","Region IV-A (Calabarzon)",14.44475736,120.9012276,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_B1",1998.32602739726
"OR971504",0.02423585,"R5-2018-0259",NA,"OR971504","Canis lupus familiaris","brain",2018-09-14,"date_collected","Bibincahan","Sorsogon city","Sorsogon-Pilar","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2018.70136986301
"OR971503",0.024668562,"R5-2018-0219",NA,"OR971503","Canis lupus familiaris","brain",2018-08-10,"date_collected","Cogon","Gubat","Sorsogon-Gubat","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2018.60547945205
"OR971502",0.024322401,"R5-2018-0151",NA,"OR971502","Bos taurus","brain",2018-05-02,"date_collected","San isidro","Sorsogon city","Sorsogon-Pilar","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Bos taurus","Cow","Livestock","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2018.33150684932
"OR971499",0.024322322,"R5-2018-0067",NA,"OR971499","Canis lupus familiaris","brain",2018-02-20,"date_collected","Pangpang","Sorsogon city","Sorsogon-Pilar","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2018.13698630137
"OR971507",0.024236477,"R5-2021-0041",NA,"OR971507","Canis lupus familiaris","brain",2021-01-05,"date_collected","Bagumbayan","Malinao","Albay-Malinao","Albay","Albay","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2021.01095890411
"OR971527",0.024322974,"R5-2021-0446",NA,"OR971527","Canis lupus familiaris","brain",2021-04-27,"date_collected","Azucena","Sipocot","Camarines Sur-Sipocot","Camarines Sur","Camarines Sur","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2021.31780821918
"R5-21-119",0.024938642,"R5-21-119",NA,NA,"Canis familiaris",NA,2021-10-15,"date_collected","San Pedro","Irosin","Sorsogon-Irosin","Sorsogon","Sorsogon","Bicol Region","Region V (Bicol Region)",12.71458793,124.0300037,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2021.78630136986
"OR971498",0.023976399,"R5-2018-0051",NA,"OR971498","Canis lupus familiaris","brain",2018-02-08,"date_collected","Abuyog","Sorsogon city","Sorsogon-Pilar","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2018.10410958904
"OR971500",0.024322341,"R5-2018-0069",NA,"OR971500","Canis lupus familiaris","brain",2018-02-27,"date_collected","Burabod (pob.)","Sorsogon city","Sorsogon-Pilar","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2018.15616438356
"OR971501",0.024408867,"R5-2018-0070",NA,"OR971501","Canis lupus familiaris","brain",2018-02-27,"date_collected","Bibincahan","Sorsogon city","Sorsogon-Pilar","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2018.15616438356
"OR971526",0.02484165,"R5-2021-0445",NA,"OR971526","Canis lupus familiaris","brain",2021-04-26,"date_collected","San francisco","Bulan","Sorsogon-Bulan","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2021.31506849315
"OR971528",0.02484168,"R5-2021-0447",NA,"OR971528","Canis lupus familiaris","brain",2021-04-26,"date_collected","Managanaga","Bulan","Sorsogon-Bulan","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2021.31506849315
"OR971520",0.02475525,"R5-2021-0334",NA,"OR971520","Canis lupus familiaris","brain",2021-03-22,"date_collected","San vicente","Bulan","Sorsogon-Bulan","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2021.21917808219
"OR971522",0.024496531,"R5-2021-0376",NA,"OR971522","Canis lupus familiaris","brain",2021-04-02,"date_collected","Burgos","Daraga","Albay-Daraga","Albay","Albay","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2021.24931506849
"OR971521",0.024410298,"R5-2021-0335",NA,"OR971521","Canis lupus familiaris","brain",2021-03-22,"date_collected","Inarado","Daraga","Albay-Daraga","Albay","Albay","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2021.21917808219
"R5-22-09",0.024850759,"R5-22-09",NA,NA,"Felis catus",NA,2022-02-07,"date_collected","Bauud","Malilipot","Albay-Malilipot","Albay","Albay","Bicol Region","Region V (Bicol Region)",13.30206264,123.724162,"phd",NA,NA,NA,"Felis catus","Cat","Domestic","Luzon","Bicol Region","AL_Asian_SEA4","Asian SEA4_A1.2",2022.10136986301
"Z-05-191",0.021918038,"Z-05-191",NA,NA,"Canis familiaris",NA,2005-04-10,"date_collected","Lower Bicutan","Taguig","Metropolitan Manila-Taguig","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.51469695,121.0660524,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.2",2005.27123287671
"Z-05-96",0.021903314,"Z-05-96",NA,NA,"Canis familiaris",NA,2005-02-17,"date_collected","Maywood Sucat","Parañaque","Metropolitan Manila-Parañaque","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.48357034,121.0147858,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.2",2005.12876712329
"Z-12-029",0.024516099,"Z-12-029",NA,NA,"Canis familiaris",NA,2012-02-03,"date_collected","Sss Village","Marikina","Metropolitan Manila-Manila","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.64718362,121.1030131,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_B1.1",2012.09016393443
"OR971534",0.027082445,"R6-2019-1399",NA,"OR971534","Canis lupus familiaris","brain",2019-04-15,"date_collected","Baybay","Tangalan","Aklan-Batan","Aklan","Aklan","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_B1.1.1",2019.28493150685
"OR971543",0.026124667,"R6-2021-4511",NA,"OR971543","Canis lupus familiaris","brain",2021-10-07,"date_collected","San isidro","Sibalom","Antique-Sibalom","Antique","Antique","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_B1.1.1",2021.76438356164
"R6-21-4511",0.026214349,"R6-21-4511",NA,NA,"Canis familiaris",NA,2021-10-08,"date_collected","San Isidro","Tibiao","Antique-Tibiao","Antique","Antique","Western Visayas","Region VI (Western Visayas)",11.31177392,122.0839795,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_B1.1.1",2021.76712328767
"OR971450",0.027541504,"R4A-2019-892",NA,"OR971450","Canis lupus familiaris","brain",2019-09-09,"date_collected",NA,NA,NA,"Batangas","Batangas","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.2",2019.68767123288
"OR971474",0.028931718,"R4A-2022-104",NA,"OR971474","Canis lupus familiaris","brain",2022-01-25,"date_collected",NA,NA,NA,"Batangas","Batangas","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.2",2022.06575342466
"4A-22-104",0.029021377,"4A-22-104",NA,NA,"Canis familiaris",NA,2022-01-25,"date_collected","Sabang","Lipa City","Batangas-Lipa City","Batangas","Batangas","Calabarzon","Region IV-A (Calabarzon)",13.94086577,121.1746864,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.2",2022.06575342466
"OR971384",0.027540827,"R1-2019-204",NA,"OR971384","Canis lupus familiaris","brain",2019-10-21,"date_collected","Mal-ong","Anda","Pangasinan-Anda","Pangasinan","Pangasinan","Region I (Ilocos Region)","Region I (Ilocos Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Ilocos Region","AL_Asian_SEA4","Asian SEA4_A1.2",2019.80273972603
"OR971389",0.028497919,"R1-2021-166",NA,"OR971389","Canis lupus familiaris","brain",2021-11-08,"date_collected","Buer","Aguilar","Pangasinan-Agno","Pangasinan","Pangasinan","Region I (Ilocos Region)","Region I (Ilocos Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","Ilocos Region","AL_Asian_SEA4","Asian SEA4_A1.2",2021.85205479452
"R1-21-148",0.028849621,"R1-21-148",NA,NA,"Canis familiaris",NA,2021-04-10,"date_collected","Malibong","Urbiztondo","Pangasinan-Urbiztondo","Pangasinan","Pangasinan","Ilocos Region","Region I (Ilocos Region)",15.82353439,120.3636915,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Ilocos Region","AL_Asian_SEA4","Asian SEA4_A1.2",2021.27123287671
"OR971329",0.02814816,"CAR-2019-208",NA,"OR971329","Canis lupus familiaris","brain",2019-10-28,"date_collected",NA,NA,NA,"Kalinga","Kalinga","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","CAR","AL_Asian_SEA4","Asian SEA4_A1.2",2019.82191780822
"OR971391",0.028580942,"R1-2022-040",NA,"OR971391","Canis lupus familiaris","brain",2022-04-18,"date_collected","Coliling","San carlos","Pangasinan-Burgos","Pangasinan","Pangasinan","Region I (Ilocos Region)","Region I (Ilocos Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Ilocos Region","AL_Asian_SEA4","Asian SEA4_A1.2",2022.29315068493
"OR971383",0.028234094,"R1-2019-196",NA,"OR971383","Canis lupus familiaris","brain",2019-10-15,"date_collected","Poblacion","Basista","Pangasinan-Sual","Pangasinan","Pangasinan","Region I (Ilocos Region)","Region I (Ilocos Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Ilocos Region","AL_Asian_SEA4","Asian SEA4_A1.2",2019.78630136986
"RADDL1-16-166",0.027475506,"RADDL1-16-166",NA,NA,"Canis familiaris",NA,2016-08-09,"date_collected","West","unknown","Pangasinan-Agno","Pangasinan","Pangasinan","Ilocos Region","Region I (Ilocos Region)",15.99415023,120.3184423,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Ilocos Region","AL_Asian_SEA4","Asian SEA4_A1.2",2016.60382513661
"OR971386",0.0278872,"R1-2021-161",NA,"OR971386","Canis lupus familiaris","brain",2021-10-28,"date_collected","Papallasen","Burgos","Pangasinan-Burgos","Pangasinan","Pangasinan","Region I (Ilocos Region)","Region I (Ilocos Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Ilocos Region","AL_Asian_SEA4","Asian SEA4_A1.2",2021.82191780822
"OR971387",0.028320871,"R1-2021-162",NA,"OR971387","Felis catus","brain",2021-10-29,"date_collected","Tara","Bolinao","Pangasinan-Agno","Pangasinan","Pangasinan","Region I (Ilocos Region)","Region I (Ilocos Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Felis catus","Cat","Domestic","Luzon","Ilocos Region","AL_Asian_SEA4","Asian SEA4_A1.2",2021.82465753425
"OR971382",0.02762716,"R1-2019-193",NA,"OR971382","Canis lupus familiaris","brain",2019-10-01,"date_collected","Calsib","Aquilar","Pangasinan-Agno","Pangasinan","Pangasinan","Region I (Ilocos Region)","Region I (Ilocos Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Ilocos Region","AL_Asian_SEA4","Asian SEA4_A1.2",2019.74794520548
"RADDL3-15-172",0.026187,"RADDL3-15-172",NA,NA,"Canis familiaris",NA,2015-02-12,"date_collected","Cvo","San Jose  City","Nueva Ecija-San Jose City","Nueva Ecija","Nueva Ecija","Central Luzon","Region III (Central Luzon)",15.78462183,120.9975839,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Central Luzon","AL_Asian_SEA4","Asian SEA4_B1.1.1",2015.11506849315
"Z-12-208",0.026611081,"Z-12-208",NA,NA,"Canis familiaris",NA,2012-10-02,"date_collected","De Paro St.","Kalookan  City","Metropolitan Manila-Taguig","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.74647256,121.0486805,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_B1.1.1",2012.75136612022
"OR971454",0.028659609,"R4A-2019-1033",NA,"OR971454","Canis lupus familiaris","brain",2019-10-24,"date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_B1.1.1",2019.81095890411
"Z-14-023",0.026628384,"Z-14-023",NA,NA,"Canis familiaris",NA,2014-01-31,"date_collected","Poblacion I","Santa Cruz","Laguna-Santa Cruz","Laguna","Laguna","Calabarzon","Region IV-A (Calabarzon)",14.26443013,121.4040122,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_B1.1.1",2014.08219178082
"Z-14-033",0.026628384,"Z-14-033",NA,NA,"Canis familiaris",NA,2014-02-07,"date_collected","Bagumbayan, Zone 4","Atimonan","Quezon-Atimonan","Quezon","Quezon","Calabarzon","Region IV-A (Calabarzon)",13.98301338,121.8863992,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_B1.1.1",2014.10136986301
"Z-12-001",0.026203162,"Z-12-001",NA,NA,"Dog",NA,2012-01-20,"date_collected","Sinalhan","Sta. Rosa City","Laguna-Santa Rosa City","Laguna","Laguna","Calabarzon (IV-A)","Region IV-A (Calabarzon)",NA,NA,"2018_workshop",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_B1.1.1",2012.05191256831
"Z-12-060",0.025832193,"Z-12-060",NA,NA,"Canis familiaris",NA,2012-02-25,"date_collected","F.De Castro","General Mariano Alvarez","Cavite-General Mariano Alvarez","Cavite","Cavite","Calabarzon","Region IV-A (Calabarzon)",14.30698662,121.0184177,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_B1.1.1",2012.15027322404
"OR971411",0.026841664,"R3-2019-6317",NA,"OR971411","Canis lupus familiaris","brain",2019-09-13,"date_collected","Kaypian","San jose del monte city","Bulacan-San Jose del Monte City","Bulacan","Bulacan","Region III (Central Luzon)","Region III (Central Luzon)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Central Luzon","AL_Asian_SEA4","Asian SEA4_A1.2",2019.69863013699
"OR971347",0.026929311,"NCR-2019-6154",NA,"OR971347","Canis lupus familiaris","brain",2019-09-05,"date_collected",NA,NA,NA,"Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"vgtk; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.2",2019.67671232877
"Z-16-151",0.026586087,"Z-16-151",NA,NA,"Canis familiaris",NA,2016-09-05,"date_collected","-","Carmona","Cavite-Carmona","Cavite","Cavite","Calabarzon","Region IV-A (Calabarzon)",14.29896527,121.0371349,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.2",2016.67759562842
"MN857168",0.027535197,"BAI/BAINCR/2019-02/can",NA,"MN857168","canine","",2019-05-28,"date_collected",NA,"Quezon City","Metropolitan Manila-Quezon City","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"vgtk; manual_correction","Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4",NA,2019.40273972603
"OR971438",0.027792135,"R3-2021-3790",NA,"OR971438","Canis lupus familiaris","brain",2021-10-25,"date_collected","Santo cristo","San jose del monte city","Bulacan-San Jose del Monte City","Bulacan","Bulacan","Region III (Central Luzon)","Region III (Central Luzon)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Central Luzon","AL_Asian_SEA4","Asian SEA4_A1.2",2021.81369863014
"OR971379",0.027531976,"NCR-2022-3580",NA,"OR971379","Canis lupus familiaris","brain",2022-09-23,"date_collected",NA,NA,NA,"Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.2",2022.72602739726
"OR971359",0.026926482,"NCR-2021-3901",NA,"OR971359","Canis lupus familiaris","brain",2021-02-11,"date_collected",NA,NA,NA,"Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"vgtk; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.2",2021.11232876712
"OR971374",0.027531903,"NCR-2022-3197",NA,"OR971374","Canis lupus familiaris","brain",2022-08-26,"date_collected",NA,NA,NA,"Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"vgtk; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.2",2022.64931506849
"OR971366",0.027012998,"NCR-2022-2837",NA,"OR971366","Canis lupus familiaris","brain",2022-08-05,"date_collected",NA,NA,NA,"Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"vgtk; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.2",2022.59178082192
"OR971350",0.027099985,"NCR-2020-1676",NA,"OR971350","Canis lupus familiaris","brain",2020-02-05,"date_collected",NA,NA,NA,"Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"vgtk; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.2",2020.0956284153
"OR971362",0.027965509,"NCR-2022-1961",NA,"OR971362","Canis lupus familiaris","brain",2022-06-13,"date_collected",NA,NA,NA,"Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"vgtk; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.2",2022.44657534247
"OR971352",0.027099993,"NCR-2020-2625",NA,"OR971352","Canis lupus familiaris","brain",2020-06-15,"date_collected",NA,NA,NA,"Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"vgtk; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.2",2020.45355191257
"OR971351",0.027099993,"NCR-2020-2509",NA,"OR971351","Canis lupus familiaris","brain",2020-03-31,"date_collected",NA,NA,NA,"Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"vgtk; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.2",2020.24590163934
