"ID","n_N","n_gap","length","year","lineage","previous"
"4B-22-30",460,453,11472,"2022","Asian SEA4_A1.1.2",NA
"4B-22-31",340,453,11592,"2022","Asian SEA4_A1.1.2",NA
"4B-22-35",339,453,11593,"2022","Asian SEA4_A1.1.2",NA
"4B-22-37",331,453,11601,"2022","Asian SEA4_A1.2",NA
"4B-22-39",328,453,11604,"2022","Asian SEA4_A1.2",NA
"4B-22-40",351,453,11581,"2022","Asian SEA4_A1.1.2",NA
"4B-22-41",649,453,11283,"2022","Asian SEA4_A1.2",NA
"4B-22-42",320,453,11612,"2022","Asian SEA4_A1.2",NA
"4B-22-44",328,453,11604,"2022","Asian SEA4_A1.2",NA
"4B-22-45",332,453,11600,"2022","Asian SEA4_A1.2",NA
"4B-23-01",324,453,11608,"2023","Asian SEA4_A1.2",NA
"4B-23-02",326,453,11606,"2023","Asian SEA4_A1.2",NA
"4B-23-03",116,453,11816,"2023","Asian SEA4_A1.1.2",NA
"4B-23-04",119,453,11813,"2023","Asian SEA4_A1.1.2",NA
"4B-23-05",335,453,11597,"2023","Asian SEA4_A1.2",NA
"4B-23-06",327,453,11605,"2023","Asian SEA4_A1.2",NA
"4B-23-07",327,453,11605,"2023","Asian SEA4_A1.2",NA
"4B-23-11",327,453,11605,"2023","Asian SEA4_A1.2",NA
"4B-23-12",330,453,11602,"2023","Asian SEA4_A1.2",NA
"4B-23-13",325,453,11607,"2023","Asian SEA4_A1.2",NA
"4B-23-15",332,453,11600,"2023","Asian SEA4_A1.2",NA
"4B-23-16",328,453,11604,"2023","Asian SEA4_A1.2",NA
"4B-23-17",330,453,11602,"2023","Asian SEA4_A1.2",NA
"4B-23-19",329,453,11603,"2023","Asian SEA4_A1.2",NA
"4B-2422",328,453,11604,"2022","Asian SEA4_A1.1.2",NA
"4B-2922HM",138,453,11794,"2022","Asian SEA4_A1.1.2",NA
"4B-2922JG",141,453,11791,"2022","Asian SEA4_A1.1.2",NA
"CAR-22-018",339,453,11593,"2022","Asian SEA4_A1",NA
"CAR-22-020",125,453,11807,"2022","Asian SEA4_A1.1.2",NA
"COW",329,453,11603,"-","Asian SEA4_A1.1.2",NA
"GOAT",342,453,11590,"-","Asian SEA4_A1.1.2",NA
"H24-028",516,453,11416,"2024","Asian SEA4_A1",NA
"R1-21-148",329,453,11603,"2021","Asian SEA4_A1.2",NA
"R10-688",363,453,11569,"2021","Asian SEA4_A1",NA
"R10-711",593,453,11339,"2021","Asian SEA4_A1",NA
"R10-714",373,453,11559,"2021","Asian SEA4_A1",NA
"R10-824",447,453,11485,"2021","Asian SEA4_A1",NA
"R10-856",642,453,11290,"2021","Asian SEA4_A1",NA
"R10-907",365,453,11567,"2021","Asian SEA4_A1",NA
"R10-920",351,453,11581,"2021","Asian SEA4_A1",NA
"R10-989",586,453,11346,"2021","Asian SEA4_A1",NA
"R10-990",361,453,11571,"2021","Asian SEA4_A1",NA
"R11-21-61",123,453,11809,"2021","Asian SEA4_A1",NA
"R11-21-63",332,453,11600,"2021","Asian SEA4_A1",NA
"R11-22-001",360,453,11572,"2022","Asian SEA4_A1",NA
"R11-22-002",193,453,11739,"2022","Asian SEA4_A1",NA
"R2-081",332,453,11600,"2020","Asian SEA4_A1",NA
"R2-22-5302",340,453,11592,"2022","Asian SEA4_A1",NA
"R2-22-5814",1103,453,10829,"2022","Asian SEA4_A1",NA
"R2-22-84711",657,453,11275,"2022","Asian SEA4_A1",NA
"R2-22-8924",332,453,11600,"2022","Asian SEA4_A1",NA
"R3-0483",344,453,11588,"2022","Asian SEA4_A1.2",NA
"R3-731",327,453,11605,"2021","Asian SEA4_A1.2",NA
"R5-21-115",128,453,11804,"2021","Asian SEA4_A1.2",NA
"R5-21-119",122,453,11810,"2021","Asian SEA4_A1.2",NA
"R5-21-128",125,453,11807,"2021","Asian SEA4_A1.2",NA
"R5-21-132",124,453,11808,"2021","Asian SEA4_A1.2",NA
"R5-21-136",322,453,11610,"2021","Asian SEA4_A1.2",NA
"R5-21-140",123,453,11809,"2021","Asian SEA4_A1.2",NA
"R5-22-008",327,453,11605,"2022","Asian SEA4_A1.2",NA
"R5-22-09",121,453,11811,"2022","Asian SEA4_A1.2",NA
"R6-21-4343",332,453,11600,"2021","Asian SEA4_A1",NA
"R6-21-4375",350,453,11582,"2021","Asian SEA4_A1",NA
"R6-21-4511",334,450,11601,"2021","Asian SEA4_B1.1.1",NA
"R6-21-4600",337,453,11595,"2021","Asian SEA4_A1",NA
"R6-4342",384,453,11548,"2021","Asian SEA4_A1",NA
"R6-4568",354,453,11578,"2021","Asian SEA4_A1",NA
"R7-21-149",383,453,11549,"2021","Asian SEA4_A1",NA
"R7-21-161",570,453,11362,"2021","Asian SEA4_A1",NA
"R9-010",349,453,11583,"2020","Asian SEA4_A1",NA
"R9-074",338,453,11594,"2021","Asian SEA4_A1",NA
"R9-089",632,453,11300,"2021","Asian SEA4_A1",NA
"R9-105",189,453,11743,"2021","Asian SEA4_A1",NA
"RADDL1-16-153",325,453,11607,"2016","Asian SEA4_B1",NA
"RADDL1-16-154",255,832,11298,"2016","Asian SEA4_A1.1.2",NA
"RADDL1-16-166",566,453,11366,"2016","Asian SEA4_A1.2",NA
"RADDL3-1038",951,732,10702,"2015","Asian SEA4_C1.1",NA
"RADDL3-1045",327,453,11605,"2015","Asian SEA4_B1",NA
"RADDL3-15-172",331,453,11601,"2015","Asian SEA4_B1.1.1",NA
"RADDL3-16-1008",343,453,11589,"2016","Asian SEA4_B1",NA
"RADDL3-16-468",331,453,11601,"2016","Asian SEA4_C1.1",NA
"RADDL3-16-521",329,453,11603,"2016","Asian SEA4_C1.1",NA
"RADDL3-16-627",558,453,11374,"2016","Asian SEA4_B1.1.1",NA
"RADDL3-845",335,453,11597,"2015","Asian SEA4_C1.1.1",NA
"RADDL4B-23-042",130,453,11802,"2023","Asian SEA4_A1.2",NA
"RADDL4B-23-044",119,453,11813,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-045",130,453,11802,"2023","Asian SEA4_A1.2",NA
"RADDL4B-23-046",129,453,11803,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-047",129,453,11803,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-049",123,453,11809,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-052",126,453,11806,"2023","Asian SEA4_A1.2",NA
"RADDL4B-23-056",132,453,11800,"2023","Asian SEA4_A1.2",NA
"RADDL4B-23-057",126,453,11806,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-058",605,453,11327,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-060",330,453,11602,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-061",128,453,11804,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-065",328,453,11604,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-070",128,453,11804,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-072",334,453,11598,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-076",325,453,11607,"2023","Asian SEA4_A1.2",NA
"RADDL4B-23-080",141,453,11791,"2023","Asian SEA4_A1.2",NA
"RADDL4B-23-081",336,453,11596,"2023","Asian SEA4_A1.2",NA
"RADDL4B-23-085",121,453,11811,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-089",576,453,11356,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-090",130,453,11802,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-092",579,453,11353,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-093",125,453,11807,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-094",1009,453,10923,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-095",125,453,11807,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-097",125,453,11807,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-098",126,453,11806,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-099",123,453,11809,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-100",122,453,11810,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-101",127,453,11805,"2023","Asian SEA4_A1.1.2",NA
"RADDL4B-23-104",128,453,11804,"2023","Asian SEA4_A1.2",NA
"RADDL4B-23-105",137,453,11795,"2023","Asian SEA4_A1.2",NA
"RADDL4B-24-001",334,453,11598,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-002",131,453,11801,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-003",129,453,11803,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-007",346,453,11586,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-009",142,453,11790,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-011",332,453,11600,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-012",332,453,11600,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-013",583,453,11349,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-014",137,453,11795,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-015",1013,453,10919,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-016",594,453,11338,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-017",131,453,11801,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-018",339,453,11593,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-019",128,453,11804,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-021",324,453,11608,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-023",132,453,11800,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-026",325,453,11607,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-027",330,453,11602,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-028",130,453,11802,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-029",330,453,11602,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-030",140,453,11792,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-034",333,453,11599,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-035",123,453,11809,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-037",327,453,11605,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-038",134,453,11798,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-042",130,453,11802,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-043",137,453,11795,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-046",125,453,11807,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-048",590,453,11342,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-049",127,453,11805,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-051",126,453,11806,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-052",130,453,11802,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-053",327,453,11605,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-054",129,453,11803,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-055",125,453,11807,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-056",120,453,11812,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-057",130,453,11802,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-058",329,453,11603,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-059",125,453,11807,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-062",1154,453,10778,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-063",133,453,11799,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-066",135,453,11797,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-067",120,453,11812,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-069",128,453,11804,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-070",131,453,11801,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-071",323,453,11609,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-073",127,453,11805,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-074",123,453,11809,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-076",130,453,11802,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-077",126,453,11806,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-078",129,453,11803,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-080",343,453,11589,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-081",132,453,11800,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-082",130,453,11802,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-084",126,453,11806,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-085",128,453,11804,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-086",1510,453,10422,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-087",363,453,11569,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-088",998,453,10934,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-093",129,453,11803,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-095",140,453,11792,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-096",141,453,11791,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-097",136,453,11796,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-098",136,453,11796,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-099",139,453,11793,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-100",339,453,11593,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-101",124,453,11808,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-102",127,453,11805,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-106",336,453,11596,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-107",584,453,11348,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-112",134,453,11798,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-113",130,453,11802,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-114",142,453,11790,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-116",144,453,11788,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-117",135,453,11797,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-120",125,453,11807,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-121",132,453,11800,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-122",134,453,11798,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-124",123,453,11809,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-125",144,453,11788,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-127",341,453,11591,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-138",138,453,11794,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-151",1012,453,10920,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-153",339,453,11593,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-154",137,453,11795,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-155",138,453,11794,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-156",337,453,11595,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-157",551,453,11381,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-162",136,453,11796,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-173",844,453,11088,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-174",540,453,11392,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-178",140,453,11792,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-180",129,453,11803,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-181",132,453,11800,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-183",797,453,11135,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-184",125,453,11807,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-24-185",140,453,11792,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-186",757,453,11175,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-187",127,453,11805,"2024","Asian SEA4_A1.2",NA
"RADDL4B-24-188",137,453,11795,"2024","Asian SEA4_A1.2",NA
"RADDL4B-25-005",543,453,11389,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-25-006",544,453,11388,"2024","Asian SEA4_A1.1.2",NA
"RADDL4B-25-008",541,453,11391,"2025","Asian SEA4_A1.1.2",NA
"RADDL4B-25-009",811,453,11121,"2025","Asian SEA4_A1.1.2",NA
"RADDL4B-25-017",147,453,11785,"2025","Asian SEA4_A1",NA
"RADDL4B-25-022",395,453,11537,"2025","Asian SEA4_A1.2",NA
"RADDL4B-25-032",386,453,11546,"2025","Asian SEA4_A1.1.2",NA
"RADDL4B-25-039",759,453,11173,"2025","Asian SEA4_A1.1.2",NA
"RADDL5-005",123,453,11809,"2015","Asian SEA4_B1",NA
"REGION_5_2018-100",14,732,11639,"2018","Asian SEA4_A1.2",NA
"REGION_5_2018-304",13,732,11640,"2018","Asian SEA4_A1.2",NA
"REGION_5_2018-311",15,732,11638,"2018","Asian SEA4_A1.2",NA
"REGION_5_2018-50",12,732,11641,"2018","Asian SEA4_A1.2",NA
"REGION_5_2019-1",12,732,11641,"2019","Asian SEA4_A1.2",NA
"REGION_5_2019-13",12,732,11641,"2019","Asian SEA4_A1.2",NA
"Z-05-102",572,453,11360,"2005","Asian SEA4_A1.1.2",NA
"Z-05-191",810,453,11122,"2005","Asian SEA4_A1.2",NA
"Z-05-557",382,453,11550,"2005","Asian SEA4_A1.1.2",NA
"Z-05-96",580,453,11352,"2005","Asian SEA4_A1.2",NA
"Z-06-150",713,453,11219,"2006","Asian SEA4_A1",NA
"Z-06-295",321,453,11611,"2006","Asian SEA4_A1.1.2",NA
"Z-06-39",122,453,11810,"2006","Asian SEA4_A1.2",NA
"Z-07-07",327,453,11605,"2007","Asian SEA4_A1.1.2",NA
"Z-07-351",324,453,11608,"2007","Asian SEA4_A1.1.2",NA
"Z-07-366",800,453,11132,"2007","Asian SEA4_B1.1",NA
"Z-07-38",119,453,11813,"2007","Asian SEA4_A1.1.2",NA
"Z-07-387",325,453,11607,"2007","Asian SEA4_B1.1",NA
"Z-07-398",326,453,11606,"2007","Asian SEA4_A1.1.2",NA
"Z-07-403",328,453,11604,"2007","Asian SEA4_A1.1.2",NA
"Z-07-407",327,453,11605,"2007","Asian SEA4_A1.1.2",NA
"Z-08-351",872,453,11060,"2008","Asian SEA4_A1.1.2",NA
"Z-08-359",590,453,11342,"2008","Asian SEA4_A1",NA
"Z-09-94",322,453,11610,"2009","Asian SEA4_A1.1.2",NA
"Z-12-001",223,732,11430,"2012","Asian SEA4_B1.1.1",NA
"Z-12-012",331,453,11601,"2012","Asian SEA4_A1.1.2",NA
"Z-12-029",325,453,11607,"2012","Asian SEA4_B1.1",NA
"Z-12-060",331,453,11601,"2012","Asian SEA4_B1.1.1",NA
"Z-12-088",99,732,11554,"2012","Asian SEA4_A1.1.2",NA
"Z-12-118",619,732,11034,"2012","Asian SEA4_A1.1.2",NA
"Z-12-134",414,732,11239,"2012","Asian SEA4_A1.1.2",NA
"Z-12-149",329,453,11603,"2012","Asian SEA4_A1.1.2",NA
"Z-12-208",335,453,11597,"2012","Asian SEA4_B1.1.1",NA
"Z-12-212",41,522,11822,"2012","Asian SEA4_A1",NA
"Z-13-002",20,522,11843,"2013","Asian SEA4_A1.1.2",NA
"Z-13-009",13,732,11640,"2013","Asian SEA4_A1.1.2",NA
"Z-13-020",345,453,11587,"2013","Asian SEA4_A1.1.2",NA
"Z-13-032",177,453,11755,"2013","Asian SEA4_A1.1.2",NA
"Z-13-036",324,453,11608,"2013","Asian SEA4_A1.1.2",NA
"Z-13-065",379,453,11553,"2013","Asian SEA4_A1",NA
"Z-13-066",122,453,11810,"2013","Asian SEA4_A1.1.2",NA
"Z-13-071",327,453,11605,"2013","Asian SEA4_A1.1.2",NA
"Z-13-073",361,453,11571,"2013","Asian SEA4_A1.1.2",NA
"Z-13-081",443,453,11489,"2013","Asian SEA4_A1",NA
"Z-13-086",323,453,11609,"2013","Asian SEA4_A1.1.2",NA
"Z-13-089",125,453,11807,"2013","Asian SEA4_A1.1.2",NA
"Z-13-094",123,453,11809,"2013","Asian SEA4_A1.1.2",NA
"Z-13-096",123,453,11809,"2013","Asian SEA4_A1.1.2",NA
"Z-13-098",214,453,11718,"2013","Asian SEA4_A1",NA
"Z-13-134",331,453,11601,"2013","Asian SEA4_A1.1.2",NA
"Z-13-135",326,453,11606,"2013","Asian SEA4_A1.1.2",NA
"Z-13-161",325,453,11607,"2013","Asian SEA4_A1.1.2",NA
"Z-13-171",155,453,11777,"2013","Asian SEA4_A1",NA
"Z-13-184",161,453,11771,"2013","Asian SEA4_A1",NA
"Z-13-204",254,453,11678,"2013","Asian SEA4_A1",NA
"Z-13-216",175,453,11757,"2013","Asian SEA4_A1",NA
"Z-13-234",160,453,11772,"2013","Asian SEA4_A1",NA
"Z-13-259",324,453,11608,"2013","Asian SEA4_A1.1.2",NA
"Z-14-023",336,453,11596,"2014","Asian SEA4_B1.1.1",NA
"Z-14-033",332,453,11600,"2014","Asian SEA4_B1.1.1",NA
"Z-14-05",119,453,11813,"2014","Asian SEA4_A1.1.2",NA
"Z-14-058",532,453,11400,"2014","Asian SEA4_A1.1.2",NA
"Z-14-098",336,453,11596,"2014","Asian SEA4_A1.1.2",NA
"Z-14-101",652,453,11280,"2014","Asian SEA4_A1.2",NA
"Z-14-106",884,453,11048,"2014","Asian SEA4_A1.1.2",NA
"Z-14-126",323,453,11609,"2014","Asian SEA4_A1.1.2",NA
"Z-14-136",340,453,11592,"2014","Asian SEA4_A1.1.2",NA
"Z-14-138",39,620,11726,"2014","Asian SEA4_A1.1.2",NA
"Z-14-142",323,453,11609,"2014","Asian SEA4_A1.1.2",NA
"Z-14-146",244,522,11619,"2014","Asian SEA4_A1",NA
"Z-14-149",1014,522,10849,"2014","Asian SEA4_A1",NA
"Z-14-152",16,522,11847,"2014","Asian SEA4_A1.1.2",NA
"Z-14-182",328,453,11604,"2014","Asian SEA4_C1.1",NA
"Z-14-243",160,453,11772,"2014","Asian SEA4_A1",NA
"Z-15-001",124,453,11808,"2015","Asian SEA4_A1.1.2",NA
"Z-15-009",665,453,11267,"2015","Asian SEA4_B1.1.1",NA
"Z-15-019",19,594,11772,"2015","Asian SEA4_A1.1.2",NA
"Z-15-116",15,522,11848,"2015","Asian SEA4_A1.1.2",NA
"Z-15-130",233,732,11420,"2015","Asian SEA4_A1.1.2",NA
"Z-15-148",254,732,11399,"2015","Asian SEA4_A1.1.2",NA
"Z-15-163",322,453,11610,"2015","Asian SEA4_A1.1.2",NA
"Z-15-185",26,648,11711,"2015","Asian SEA4_A1.1.2",NA
"Z-16-013",235,732,11418,"2016","Asian SEA4_A1.1.2",NA
"Z-16-082",131,453,11801,"2016","Asian SEA4_A1.1.2",NA
"Z-16-150",334,453,11598,"2016","Asian SEA4_A1.2",NA
"Z-16-151",137,453,11795,"2016","Asian SEA4_A1.2",NA
"Z-16-159",192,732,11461,"2016","Asian SEA4_A1.1.2",NA
"Z-16-186",209,732,11444,"2016","Africa_A1",NA
"Z-16-196",354,453,11578,"2016","Asian SEA4_A1.1.2",NA
"Z-16-209",155,453,11777,"2016","Asian SEA4_A1",NA
"Z-16-210",126,453,11806,"2016","Asian SEA4_A1.1.2",NA
"Z-16-211",125,453,11807,"2016","Asian SEA4_A1.1.2",NA
"Z-17-046",118,453,11814,"2017","Asian SEA4_A1.1.2",NA
"Z-17-174",326,453,11606,"2017","Asian SEA4_A1.1.2",NA
"Z-17-177",121,453,11811,"2017","Asian SEA4_A1.1.2",NA
"Z-17-193",350,453,11582,"2017","Asian SEA4_A1.1",NA
"Z-17-200",326,453,11606,"2017","Asian SEA4_A1.2",NA
"Z-17-217",351,453,11581,"2017","Asian SEA4_A1.1.2",NA
"Z-17-221",554,453,11378,"2017","Asian SEA4_A1.1.2",NA
"Z-17-57",134,453,11798,"2017","Asian SEA4_A1",NA
"Z-18-001",327,453,11605,"2018","Asian SEA4_A1.1.2",NA
"Z-18-114",322,453,11610,"2018","Asian SEA4_A1.1.2",NA
"Z-18-159",328,453,11604,"2018","Asian SEA4_C1.1",NA
"Z-18-224",1085,453,10847,"2018","Asian SEA4_A1.2",NA
"Z-18-251",322,453,11610,"2018","Asian SEA4_A1.1.2",NA
"Z-19-029",394,453,11538,"2019","Asian SEA4_A1",NA
"Z-19-123",1146,453,10786,"2019","Asian SEA4_A1.1.2",NA
"Z-19-136",890,453,11042,"2019","Asian SEA4_A1.2",NA
"Z-19-88",324,453,11608,"2019","Asian SEA4_A1.2",NA
"Z-20-01",121,453,11811,"2020","Asian SEA4_A1.1.2",NA
"Z-20-110",325,453,11607,"2020","Asian SEA4_A1.2",NA
"Z-20-24",324,453,11608,"2020","Asian SEA4_A1.2",NA
"Z-20-33",323,453,11609,"2020","Asian SEA4_A1.1.2",NA
"Z-20-51",326,453,11606,"2020","Asian SEA4_A1.2",NA
"Z-22-103",327,453,11605,"2022","Asian SEA4_A1.2",NA
"Z-22-119",341,453,11591,"2022","Asian SEA4_A1.2",NA
"Z-22-121",1180,453,10752,"2022","Asian SEA4_A1.1.2",NA
"Z-23-01",324,453,11608,"2023","Asian SEA4_A1.2",NA
"Z-23-01Sa",552,453,11380,"2023","Asian SEA4_A1.2",NA
"Z-24-141",130,453,11802,"2024","Asian SEA4_A1",NA
"Z-24-142",330,453,11602,"2024","Asian SEA4_A1",NA
"Z-98-1061",414,453,11518,"1998","Asian SEA4_A1",NA
"Z-98-285",731,453,11201,"1998","Asian SEA4_A1",NA
"Z-98-286",929,453,11003,"1998","Asian SEA4_A1",NA
"Z-98-433",328,453,11604,"1998","Asian SEA4_B1",NA
"Z-98-454",392,453,11540,"1998","Asian SEA4_A1",NA
"Z-98-515",335,453,11597,"1998","Asian SEA4_A1.1.2",NA
"Z-98-616",339,453,11593,"1998","Asian SEA4_A1.2",NA
"Z-98-718",1036,453,10896,"1998","Asian SEA4_A1",NA
"Z-98-780",934,453,10998,"1998","Asian SEA4_A1",NA
"Z-98-838",1082,453,10850,"1998","Asian SEA4_A1.2",NA
"Z-98-860",1103,453,10829,"1998","Asian SEA4_A1",NA
